Bin,Age,FeH,Xkpc,Ykpc,Zkpc,Rkpc,Th,XRelkpc,YRelkpc,ZRelkpc,RRelkpc,Galb,Gall,ID,UID,time,event,semiMajor,eccentricity,type1,mass1,radius1,Teff1,massHeCore1,type2,mass2,radius2,Teff2,massHeCore2,RDonorRSun,qSet,aRLORSun,PSetDWDFormHours,PSetRLOHours,TGWMyrSetTot,aLISABandRSun,TGWMyrToLISABandSet,TGWMyrLISABandToRLOSet,AbsTimeToLISAMyr,AbsTimeToLISAEndMyr,SubBinAbsID,SubBinLocalID,BinID,SubBinMidAge,SubBinDeltaT,SubBinNDWDsCode,SubBinNDWDsReal,ATodayRSun,PSetTodayHours
2.0,551.3888888888889,0.17899602647366683,1.3205731492055959,0.014756971726840346,0.059232644237350966,1.3206555987907413,1.1018783787931268,-6.879426850794403,0.014756971726840346,0.08423264423735097,6.879958335775063,0.01224349692548786,3.1394475694987705,490923,490923,468.3235775389453,11.0,0.735431885016266,0.0,22.0,0.6013377325658565,0.01276040310219261,110735.00922155933,0.6013377325658565,22.0,0.6735222522970628,0.011823565670944308,23363.00871848842,0.6735222522970628,0.012678014896026293,0.89282533801219,0.03434391809627162,1.5528767699416568,0.0156710490658087,85.0980529822188,1.7202944548071544,0.0,85.09764826734764,468.3235775389453,553.4212258062929,12.0,8.0,1.0,551.3888888888889,47.22222222222222,479.0,17682.076889196167,0.2891233015775063,0.38277886698021807
2.0,551.3888888888889,-0.19601055685065602,-5.8433854200989375,-5.5556595919846945,-0.08944976490289089,8.062909317971794,1.1018783787931268,-14.043385420098936,-5.5556595919846945,-0.0644497649028909,15.102522349980315,-0.004267496450671915,3.518306112311417,377617,377617,418.634783426368,12.0,0.8085731712964852,0.0,22.0,0.6295644171911365,0.012385639355298947,12748.66738211084,0.6295644171911365,22.0,0.6152582760456173,0.012574093558837532,112192.42921888195,0.6152582760456173,0.012497678175661378,0.9772761281373756,0.03315629107722426,1.8116729417329305,0.015043528827178004,133.15420064262176,1.7066761724015862,0.0,133.15382416311797,418.634783426368,551.788607589486,12.0,8.0,1.0,551.3888888888889,47.22222222222222,479.0,17682.076889196167,0.18930907748692186,0.205238090722182
2.0,551.3888888888889,-0.05626961276185834,12.874146189827144,-5.086683938709498,0.012308976007689716,13.842615128990834,1.1018783787931268,4.674146189827145,-5.086683938709498,0.03730897600768972,6.908211639483227,0.005400696927624416,5.455547665381832,490923,490923,468.3235775389453,11.0,0.735431885016266,0.0,22.0,0.6013377325658565,0.01276040310219261,110735.00922155933,0.6013377325658565,22.0,0.6735222522970628,0.011823565670944308,23363.00871848842,0.6735222522970628,0.012678014896026293,0.89282533801219,0.03434391809627162,1.5528767699416568,0.0156710490658087,85.0980529822188,1.7202944548071544,0.0,85.09764826734764,468.3235775389453,553.4212258062929,12.0,8.0,1.0,551.3888888888889,47.22222222222222,479.0,17682.076889196167,0.2891233015775063,0.38277886698021807
2.0,551.3888888888889,-0.05674509293921394,17.487480890347186,-6.466062087315369,-0.177706471667456,18.64462246352216,1.1018783787931268,9.287480890347187,-6.466062087315369,-0.15270647166745602,11.317710875970922,-0.013493108912596715,5.675005684313523,377617,377617,418.634783426368,12.0,0.8085731712964852,0.0,22.0,0.6295644171911365,0.012385639355298947,12748.66738211084,0.6295644171911365,22.0,0.6152582760456173,0.012574093558837532,112192.42921888195,0.6152582760456173,0.012497678175661378,0.9772761281373756,0.03315629107722426,1.8116729417329305,0.015043528827178004,133.15420064262176,1.7066761724015862,0.0,133.15382416311797,418.634783426368,551.788607589486,12.0,8.0,1.0,551.3888888888889,47.22222222222222,479.0,17682.076889196167,0.18930907748692186,0.205238090722182
2.0,551.3888888888889,0.04710094661528115,5.536002438914514,1.3574731717242483,-0.02412830373315076,5.7000049487363205,1.1018783787931268,-2.663997561085485,1.3574731717242483,0.0008716962668492423,2.989919259323717,0.00029154508988153336,2.670324367346836,114560,114560,441.59204046490936,12.0,0.8552736512017759,0.0,22.0,0.9807328759934819,0.008274776240548037,14398.866880404536,0.9807328759934819,22.0,0.5020114714802668,0.014194422587164393,100359.17308361849,0.5020114714802668,0.014066070081576013,0.5118738076071218,0.04359076652582117,1.8058391168129326,0.020778451361828043,110.09622208256619,1.809133928844349,0.0,110.09547918306023,441.59204046490936,551.6875196479696,12.0,8.0,1.0,551.3888888888889,47.22222222222222,479.0,17682.076889196167,0.19530590975776296,0.197058192193546
2.0,551.3888888888889,0.043420159334667724,1.982901263498154,-1.534187891852386,-0.1745739487009203,2.5071158545805265,1.1018783787931268,-6.217098736501845,-1.534187891852386,-0.1495739487009203,6.405343203377107,-0.023353556679864235,3.3835281704623372,593865,593865,166.35676677067852,12.0,1.3726718997818033,0.0,22.0,1.0741769158450143,0.007211846694635745,30997.08288171122,1.0741769158450143,22.0,0.7171166493260327,0.011287445894855494,123037.39850375373,0.7171166493260327,0.011252609656884141,0.6675964068376057,0.03266098661800845,3.3405754688569202,0.012260695940574717,386.47133236823254,1.9268040394391674,0.0,386.471208497841,166.35676677067852,552.8279752685196,12.0,8.0,1.0,551.3888888888889,47.22222222222222,479.0,17682.076889196167,0.3390927332823896,0.4101558377217967
2.0,598.6111111111111,-0.1854547176365448,4.005249169603461,1.8274207520904706,0.03447108327106322,4.402441086009001,1.1018783787931268,-4.194750830396538,1.8274207520904706,0.05947108327106322,4.575908428282714,0.012996929144683015,2.7307405508711313,412967,412967,371.2274928101914,12.0,1.0054335815547368,0.0,22.0,0.8795618232912625,0.00940750611177106,15587.16745472899,0.8795618232912625,22.0,0.539480728817639,0.013629055924714573,104279.42464753873,0.539480728817639,0.013518758825541334,0.6133516877744165,0.040057358753978346,2.3528103730119874,0.018710281056677908,227.95993229446248,1.782845732109572,0.0,227.95935794765296,371.2274928101914,599.1868507578444,13.0,9.0,1.0,598.6111111111111,47.22222222222222,478.0,17645.162323665485,0.22545171742777864,0.24982573182984924
2.0,598.6111111111111,0.06417998455922903,0.4656033616209922,7.178904631046753,-0.05657452562674342,7.193987641914412,1.1018783787931268,-7.734396638379007,7.178904631046753,-0.03157452562674342,10.552656538147232,-0.002992097072925509,2.3934253695697483,412967,412967,371.2274928101914,12.0,1.0054335815547368,0.0,22.0,0.8795618232912625,0.00940750611177106,15587.16745472899,0.8795618232912625,22.0,0.539480728817639,0.013629055924714573,104279.42464753873,0.539480728817639,0.013518758825541334,0.6133516877744165,0.040057358753978346,2.3528103730119874,0.018710281056677908,227.95993229446248,1.782845732109572,0.0,227.95935794765296,371.2274928101914,599.1868507578444,13.0,9.0,1.0,598.6111111111111,47.22222222222222,478.0,17645.162323665485,0.22545171742777864,0.24982573182984924
2.0,645.8333333333333,-0.03281298812073849,5.793801768687938,-3.234522556202057,0.07023938095719118,6.63553125992421,1.1018783787931268,-2.406198231312061,-3.234522556202057,0.09523938095719117,4.032492608131388,0.023620188969035255,4.072795971689531,608678,608678,394.10116382889964,12.0,1.1258550414254405,0.0,22.0,1.1070925662031652,0.006826183807129052,16438.621502035225,1.1070925662031652,22.0,0.5244876567328386,0.013851261304134908,102713.3008278594,0.5244876567328386,0.013733830581465838,0.4737523064865279,0.043399315192801165,2.600004231118207,0.019677714469764577,254.73285693915062,1.867747241457198,0.0,254.7322944857254,394.10116382889964,648.833458314625,14.0,10.0,1.0,645.8333333333333,47.22222222222222,495.0,18272.70993768706,0.3709081918142734,0.4916431325904239
2.0,740.2777777777776,0.13031780585671293,3.234533270874847,-1.34541588517957,0.19009557911987,3.5031913142861413,1.1018783787931268,-4.965466729125152,-1.34541588517957,0.21509557911986998,5.149006685788947,0.04178634858402232,3.4061939810342694,425829,425829,738.9392488925513,42.0,0.2753457449226896,0.0,22.0,0.8028098726116611,0.010278779254960941,10637.792711316853,0.8028098726116611,21.0,0.303686686267511,8.890812265494002,5007.290410411276,0.303686686267511,0.01782730839244311,0.3782797105864837,0.05968253756091053,0.3818537641030478,0.03853456331970809,3.200424975084531,1.6409624707397998,0.0,3.1933604447689916,738.9392488925513,742.1326093373203,16.0,12.0,1.0,740.2777777777776,47.22222222222222,511.0,18863.342986177955,0.24047244369062493,0.3116574384886334
2.0,740.2777777777776,0.06397088499796835,0.8242943754920189,-3.2734691321982923,0.07278723056042205,3.3756571770431334,1.1018783787931268,-7.37570562450798,-3.2734691321982923,0.09778723056042204,8.070080294601436,0.01211755275424172,3.5592935457918657,499480,499480,737.6686707905712,42.0,0.2595496641301332,0.0,22.0,0.6679878156708211,0.011893043742346796,11537.958973551,0.6679878156708211,21.0,0.3047819166833642,9.374304461500106,4976.602450976336,0.3047819166833642,0.017800103508666794,0.4562686766633453,0.056788092210609195,0.3727178891736,0.038144809415188184,3.4418884978448743,1.5719979519362248,0.0,3.4340009132969573,737.6686707905712,741.1026717038682,16.0,12.0,1.0,740.2777777777776,47.22222222222222,511.0,18863.342986177955,0.18203464055989887,0.21891755646011885
2.0,740.2777777777776,0.2880208204934026,3.0882064444899133,4.536818920357974,-0.2875166547059458,5.488145858111565,1.1018783787931268,-5.111793555510086,4.536818920357974,-0.26251665470594576,6.839742265924246,-0.03839050358530911,2.415715533053772,425829,425829,738.9392488925513,42.0,0.2753457449226896,0.0,22.0,0.8028098726116611,0.010278779254960941,10637.792711316853,0.8028098726116611,21.0,0.303686686267511,8.890812265494002,5007.290410411276,0.303686686267511,0.01782730839244311,0.3782797105864837,0.05968253756091053,0.3818537641030478,0.03853456331970809,3.200424975084531,1.6409624707397998,0.0,3.1933604447689916,738.9392488925513,742.1326093373203,16.0,12.0,1.0,740.2777777777776,47.22222222222222,511.0,18863.342986177955,0.24047244369062493,0.3116574384886334
2.0,740.2777777777776,0.23202010823752786,7.81848474830399,1.9578543319694486,-0.2650123060386372,8.059894375528357,1.1018783787931268,-0.3815152516960092,1.9578543319694486,-0.24001230603863719,2.009067788686631,-0.1197505158398164,1.7632485460376042,582386,582386,731.493315054853,42.0,0.4068013643018775,0.0,22.0,0.9677967220753998,0.008419808886748717,11317.46180957286,0.9677967220753998,21.0,0.31134434241700687,9.922861034067607,4954.02827840606,0.31134434241700687,0.017639372056206748,0.3217042745808664,0.061614393386804744,0.6377771214924927,0.03759400549181431,10.672563179360456,1.7222179311663204,0.0,10.666946652506827,731.493315054853,742.1602617073598,16.0,12.0,1.0,740.2777777777776,47.22222222222222,511.0,18863.342986177955,0.2638283682829677,0.3331022545194109
2.0,740.2777777777776,0.06616058842888337,0.025531812831550493,-0.6677757127474386,0.10040688454622566,0.6682636276214762,1.1018783787931268,-8.174468187168449,-0.6677757127474386,0.12540688454622567,8.20265697394789,0.015289164340240675,3.2231020789119804,499480,499480,737.6686707905712,42.0,0.2595496641301332,0.0,22.0,0.6679878156708211,0.011893043742346796,11537.958973551,0.6679878156708211,21.0,0.3047819166833642,9.374304461500106,4976.602450976336,0.3047819166833642,0.017800103508666794,0.4562686766633453,0.056788092210609195,0.3727178891736,0.038144809415188184,3.4418884978448743,1.5719979519362248,0.0,3.4340009132969573,737.6686707905712,741.1026717038682,16.0,12.0,1.0,740.2777777777776,47.22222222222222,511.0,18863.342986177955,0.18203464055989887,0.21891755646011885
